ปีการศึกษา,รหัสนักเรียน,คำนำหน้า,ชื่อ,นามสกุล,ชั้นปี,ห้อง,เลขที่ในห้อง,ระดับ,สถานะ,ชื่อผู้ปกครอง,ความสัมพันธ์,เบอร์โทรผู้ปกครอง
2569,2569000515,เด็กชาย,ภูวนาท,ใฝ่รู้,11,ม.5/1,22,highschool,active,นายผู้ปกครอง ใฝ่รู้,ผู้ปกครอง,082-222-1515
2569,2569000516,เด็กหญิง,แพรวา,ใฝ่รู้,12,ม.6/1,22,highschool,active,นางผู้ปกครอง ใฝ่รู้,ญาติ,082-222-1516
2569,2569000517,เด็กชาย,อนาวิน,ใฝ่รู้,1,ป.1/2,22,primary,active,นายผู้ปกครอง ใฝ่รู้,บิดา,082-222-1517
2569,2569000518,เด็กหญิง,พิมพ์ชนก,ใฝ่รู้,2,ป.2/2,22,primary,active,นางผู้ปกครอง ใฝ่รู้,มารดา,082-222-1518
2569,2569000519,เด็กชาย,ชยุต,ใฝ่รู้,3,ป.3/2,22,primary,active,นายผู้ปกครอง ใฝ่รู้,ผู้ปกครอง,082-222-1519
2569,2569000520,เด็กหญิง,ศศิธร,ใฝ่รู้,4,ป.4/2,22,primary,active,นางผู้ปกครอง ใฝ่รู้,ญาติ,082-222-1520
2569,2569000521,เด็กชาย,ธนภัทร,ขยันดี,5,ป.5/2,22,primary,active,นายผู้ปกครอง ขยันดี,บิดา,082-222-1521
2569,2569000522,เด็กหญิง,มินตรา,ขยันดี,6,ป.6/2,22,primary,active,นางผู้ปกครอง ขยันดี,มารดา,082-222-1522
2569,2569000523,เด็กชาย,ปุณณวิช,ขยันดี,7,ม.1/2,22,secondary,active,นายผู้ปกครอง ขยันดี,ผู้ปกครอง,082-222-1523
2569,2569000524,เด็กหญิง,ณิชา,ขยันดี,8,ม.2/2,22,secondary,active,นางผู้ปกครอง ขยันดี,ญาติ,082-222-1524
2569,2569000525,เด็กชาย,กิตติพงศ์,ขยันดี,9,ม.3/2,22,secondary,active,นายผู้ปกครอง ขยันดี,บิดา,082-222-1525
2569,2569000526,เด็กหญิง,อริสา,ขยันดี,10,ม.4/2,22,highschool,active,นางผู้ปกครอง ขยันดี,มารดา,082-222-1526
2569,2569000527,เด็กชาย,พชรพล,ขยันดี,11,ม.5/2,22,highschool,active,นายผู้ปกครอง ขยันดี,ผู้ปกครอง,082-222-1527
2569,2569000528,เด็กหญิง,ชนัญชิดา,ขยันดี,12,ม.6/2,22,highschool,active,นางผู้ปกครอง ขยันดี,ญาติ,082-222-1528
2569,2569000529,เด็กชาย,วรเมธ,ขยันดี,1,ป.1/1,23,primary,active,นายผู้ปกครอง ขยันดี,บิดา,082-222-1529
2569,2569000530,เด็กหญิง,กัญญารัตน์,ขยันดี,2,ป.2/1,23,primary,active,นางผู้ปกครอง ขยันดี,มารดา,082-222-1530
2569,2569000531,เด็กชาย,นราวิชญ์,ขยันดี,3,ป.3/1,23,primary,active,นายผู้ปกครอง ขยันดี,ผู้ปกครอง,082-222-1531
2569,2569000532,เด็กหญิง,พิชญาภา,ขยันดี,4,ป.4/1,23,primary,active,นางผู้ปกครอง ขยันดี,ญาติ,082-222-1532
2569,2569000533,เด็กชาย,ศุภโชค,ขยันดี,5,ป.5/1,23,primary,active,นายผู้ปกครอง ขยันดี,บิดา,082-222-1533
2569,2569000534,เด็กหญิง,ธัญชนก,ขยันดี,6,ป.6/1,23,primary,active,นางผู้ปกครอง ขยันดี,มารดา,082-222-1534
2569,2569000535,เด็กชาย,ภูวนาท,ขยันดี,7,ม.1/1,23,secondary,active,นายผู้ปกครอง ขยันดี,ผู้ปกครอง,082-222-1535
2569,2569000536,เด็กหญิง,แพรวา,ขยันดี,8,ม.2/1,23,secondary,active,นางผู้ปกครอง ขยันดี,ญาติ,082-222-1536
2569,2569000537,เด็กชาย,อนาวิน,ขยันดี,9,ม.3/1,23,secondary,active,นายผู้ปกครอง ขยันดี,บิดา,082-222-1537
2569,2569000538,เด็กหญิง,พิมพ์ชนก,ขยันดี,10,ม.4/1,23,highschool,active,นางผู้ปกครอง ขยันดี,มารดา,082-222-1538
2569,2569000539,เด็กชาย,ชยุต,ขยันดี,11,ม.5/1,23,highschool,active,นายผู้ปกครอง ขยันดี,ผู้ปกครอง,082-222-1539
2569,2569000540,เด็กหญิง,ศศิธร,ขยันดี,12,ม.6/1,23,highschool,active,นางผู้ปกครอง ขยันดี,ญาติ,082-222-1540
2569,2569000541,เด็กชาย,ธนภัทร,รุ่งเรือง,1,ป.1/2,23,primary,active,นายผู้ปกครอง รุ่งเรือง,บิดา,082-222-1541
2569,2569000542,เด็กหญิง,มินตรา,รุ่งเรือง,2,ป.2/2,23,primary,active,นางผู้ปกครอง รุ่งเรือง,มารดา,082-222-1542
2569,2569000543,เด็กชาย,ปุณณวิช,รุ่งเรือง,3,ป.3/2,23,primary,active,นายผู้ปกครอง รุ่งเรือง,ผู้ปกครอง,082-222-1543
2569,2569000544,เด็กหญิง,ณิชา,รุ่งเรือง,4,ป.4/2,23,primary,active,นางผู้ปกครอง รุ่งเรือง,ญาติ,082-222-1544
2569,2569000545,เด็กชาย,กิตติพงศ์,รุ่งเรือง,5,ป.5/2,23,primary,active,นายผู้ปกครอง รุ่งเรือง,บิดา,082-222-1545
2569,2569000546,เด็กหญิง,อริสา,รุ่งเรือง,6,ป.6/2,23,primary,active,นางผู้ปกครอง รุ่งเรือง,มารดา,082-222-1546
2569,2569000547,เด็กชาย,พชรพล,รุ่งเรือง,7,ม.1/2,23,secondary,active,นายผู้ปกครอง รุ่งเรือง,ผู้ปกครอง,082-222-1547
2569,2569000548,เด็กหญิง,ชนัญชิดา,รุ่งเรือง,8,ม.2/2,23,secondary,active,นางผู้ปกครอง รุ่งเรือง,ญาติ,082-222-1548
2569,2569000549,เด็กชาย,วรเมธ,รุ่งเรือง,9,ม.3/2,23,secondary,active,นายผู้ปกครอง รุ่งเรือง,บิดา,082-222-1549
2569,2569000550,เด็กหญิง,กัญญารัตน์,รุ่งเรือง,10,ม.4/2,23,highschool,active,นางผู้ปกครอง รุ่งเรือง,มารดา,082-222-1550
2569,2569000551,เด็กชาย,นราวิชญ์,รุ่งเรือง,11,ม.5/2,23,highschool,active,นายผู้ปกครอง รุ่งเรือง,ผู้ปกครอง,082-222-1551
2569,2569000552,เด็กหญิง,พิชญาภา,รุ่งเรือง,12,ม.6/2,23,highschool,active,นางผู้ปกครอง รุ่งเรือง,ญาติ,082-222-1552
2569,2569000553,เด็กชาย,ศุภโชค,รุ่งเรือง,1,ป.1/1,24,primary,active,นายผู้ปกครอง รุ่งเรือง,บิดา,082-222-1553
2569,2569000554,เด็กหญิง,ธัญชนก,รุ่งเรือง,2,ป.2/1,24,primary,active,นางผู้ปกครอง รุ่งเรือง,มารดา,082-222-1554
2569,2569000555,เด็กชาย,ภูวนาท,รุ่งเรือง,3,ป.3/1,24,primary,active,นายผู้ปกครอง รุ่งเรือง,ผู้ปกครอง,082-222-1555
2569,2569000556,เด็กหญิง,แพรวา,รุ่งเรือง,4,ป.4/1,24,primary,active,นางผู้ปกครอง รุ่งเรือง,ญาติ,082-222-1556
2569,2569000557,เด็กชาย,อนาวิน,รุ่งเรือง,5,ป.5/1,24,primary,active,นายผู้ปกครอง รุ่งเรือง,บิดา,082-222-1557
2569,2569000558,เด็กหญิง,พิมพ์ชนก,รุ่งเรือง,6,ป.6/1,24,primary,active,นางผู้ปกครอง รุ่งเรือง,มารดา,082-222-1558
2569,2569000559,เด็กชาย,ชยุต,รุ่งเรือง,7,ม.1/1,24,secondary,active,นายผู้ปกครอง รุ่งเรือง,ผู้ปกครอง,082-222-1559
2569,2569000560,เด็กหญิง,ศศิธร,รุ่งเรือง,8,ม.2/1,24,secondary,active,นางผู้ปกครอง รุ่งเรือง,ญาติ,082-222-1560
2569,2569000561,เด็กชาย,ธนภัทร,สุภาพ,9,ม.3/1,24,secondary,active,นายผู้ปกครอง สุภาพ,บิดา,082-222-1561
2569,2569000562,เด็กหญิง,มินตรา,สุภาพ,10,ม.4/1,24,highschool,active,นางผู้ปกครอง สุภาพ,มารดา,082-222-1562
2569,2569000563,เด็กชาย,ปุณณวิช,สุภาพ,11,ม.5/1,24,highschool,active,นายผู้ปกครอง สุภาพ,ผู้ปกครอง,082-222-1563
2569,2569000564,เด็กหญิง,ณิชา,สุภาพ,12,ม.6/1,24,highschool,active,นางผู้ปกครอง สุภาพ,ญาติ,082-222-1564
2569,2569000565,เด็กชาย,กิตติพงศ์,สุภาพ,1,ป.1/2,24,primary,active,นายผู้ปกครอง สุภาพ,บิดา,082-222-1565
2569,2569000566,เด็กหญิง,อริสา,สุภาพ,2,ป.2/2,24,primary,active,นางผู้ปกครอง สุภาพ,มารดา,082-222-1566
2569,2569000567,เด็กชาย,พชรพล,สุภาพ,3,ป.3/2,24,primary,active,นายผู้ปกครอง สุภาพ,ผู้ปกครอง,082-222-1567
2569,2569000568,เด็กหญิง,ชนัญชิดา,สุภาพ,4,ป.4/2,24,primary,active,นางผู้ปกครอง สุภาพ,ญาติ,082-222-1568
2569,2569000569,เด็กชาย,วรเมธ,สุภาพ,5,ป.5/2,24,primary,active,นายผู้ปกครอง สุภาพ,บิดา,082-222-1569
2569,2569000570,เด็กหญิง,กัญญารัตน์,สุภาพ,6,ป.6/2,24,primary,active,นางผู้ปกครอง สุภาพ,มารดา,082-222-1570
2569,2569000571,เด็กชาย,นราวิชญ์,สุภาพ,7,ม.1/2,24,secondary,active,นายผู้ปกครอง สุภาพ,ผู้ปกครอง,082-222-1571
2569,2569000572,เด็กหญิง,พิชญาภา,สุภาพ,8,ม.2/2,24,secondary,active,นางผู้ปกครอง สุภาพ,ญาติ,082-222-1572
2569,2569000573,เด็กชาย,ศุภโชค,สุภาพ,9,ม.3/2,24,secondary,active,นายผู้ปกครอง สุภาพ,บิดา,082-222-1573
2569,2569000574,เด็กหญิง,ธัญชนก,สุภาพ,10,ม.4/2,24,highschool,active,นางผู้ปกครอง สุภาพ,มารดา,082-222-1574
2569,2569000575,เด็กชาย,ภูวนาท,สุภาพ,11,ม.5/2,24,highschool,active,นายผู้ปกครอง สุภาพ,ผู้ปกครอง,082-222-1575
2569,2569000576,เด็กหญิง,แพรวา,สุภาพ,12,ม.6/2,24,highschool,active,นางผู้ปกครอง สุภาพ,ญาติ,082-222-1576
2569,2569000577,เด็กชาย,อนาวิน,สุภาพ,1,ป.1/1,25,primary,active,นายผู้ปกครอง สุภาพ,บิดา,082-222-1577
2569,2569000578,เด็กหญิง,พิมพ์ชนก,สุภาพ,2,ป.2/1,25,primary,active,นางผู้ปกครอง สุภาพ,มารดา,082-222-1578
2569,2569000579,เด็กชาย,ชยุต,สุภาพ,3,ป.3/1,25,primary,active,นายผู้ปกครอง สุภาพ,ผู้ปกครอง,082-222-1579
2569,2569000580,เด็กหญิง,ศศิธร,สุภาพ,4,ป.4/1,25,primary,active,นางผู้ปกครอง สุภาพ,ญาติ,082-222-1580
2569,2569000581,เด็กชาย,ธนภัทร,อดทน,5,ป.5/1,25,primary,active,นายผู้ปกครอง อดทน,บิดา,082-222-1581
2569,2569000582,เด็กหญิง,มินตรา,อดทน,6,ป.6/1,25,primary,active,นางผู้ปกครอง อดทน,มารดา,082-222-1582
2569,2569000583,เด็กชาย,ปุณณวิช,อดทน,7,ม.1/1,25,secondary,active,นายผู้ปกครอง อดทน,ผู้ปกครอง,082-222-1583
2569,2569000584,เด็กหญิง,ณิชา,อดทน,8,ม.2/1,25,secondary,active,นางผู้ปกครอง อดทน,ญาติ,082-222-1584
2569,2569000585,เด็กชาย,กิตติพงศ์,อดทน,9,ม.3/1,25,secondary,active,นายผู้ปกครอง อดทน,บิดา,082-222-1585
2569,2569000586,เด็กหญิง,อริสา,อดทน,10,ม.4/1,25,highschool,active,นางผู้ปกครอง อดทน,มารดา,082-222-1586
2569,2569000587,เด็กชาย,พชรพล,อดทน,11,ม.5/1,25,highschool,active,นายผู้ปกครอง อดทน,ผู้ปกครอง,082-222-1587
2569,2569000588,เด็กหญิง,ชนัญชิดา,อดทน,12,ม.6/1,25,highschool,active,นางผู้ปกครอง อดทน,ญาติ,082-222-1588
2569,2569000589,เด็กชาย,วรเมธ,อดทน,1,ป.1/2,25,primary,active,นายผู้ปกครอง อดทน,บิดา,082-222-1589
2569,2569000590,เด็กหญิง,กัญญารัตน์,อดทน,2,ป.2/2,25,primary,active,นางผู้ปกครอง อดทน,มารดา,082-222-1590
2569,2569000591,เด็กชาย,นราวิชญ์,อดทน,3,ป.3/2,25,primary,active,นายผู้ปกครอง อดทน,ผู้ปกครอง,082-222-1591
2569,2569000592,เด็กหญิง,พิชญาภา,อดทน,4,ป.4/2,25,primary,active,นางผู้ปกครอง อดทน,ญาติ,082-222-1592
2569,2569000593,เด็กชาย,ศุภโชค,อดทน,5,ป.5/2,25,primary,active,นายผู้ปกครอง อดทน,บิดา,082-222-1593
2569,2569000594,เด็กหญิง,ธัญชนก,อดทน,6,ป.6/2,25,primary,active,นางผู้ปกครอง อดทน,มารดา,082-222-1594
2569,2569000595,เด็กชาย,ภูวนาท,อดทน,7,ม.1/2,25,secondary,active,นายผู้ปกครอง อดทน,ผู้ปกครอง,082-222-1595
2569,2569000596,เด็กหญิง,แพรวา,อดทน,8,ม.2/2,25,secondary,active,นางผู้ปกครอง อดทน,ญาติ,082-222-1596
2569,2569000597,เด็กชาย,อนาวิน,อดทน,9,ม.3/2,25,secondary,active,นายผู้ปกครอง อดทน,บิดา,082-222-1597
2569,2569000598,เด็กหญิง,พิมพ์ชนก,อดทน,10,ม.4/2,25,highschool,active,นางผู้ปกครอง อดทน,มารดา,082-222-1598
2569,2569000599,เด็กชาย,ชยุต,อดทน,11,ม.5/2,25,highschool,active,นายผู้ปกครอง อดทน,ผู้ปกครอง,082-222-1599
2569,2569000600,เด็กหญิง,ศศิธร,อดทน,12,ม.6/2,25,highschool,active,นางผู้ปกครอง อดทน,ญาติ,082-222-1600
2569,2569000601,เด็กชาย,ธนภัทร,ตั้งใจเรียน,1,ป.1/1,26,primary,active,นายผู้ปกครอง ตั้งใจเรียน,บิดา,082-222-1601
2569,2569000602,เด็กหญิง,มินตรา,ตั้งใจเรียน,2,ป.2/1,26,primary,active,นางผู้ปกครอง ตั้งใจเรียน,มารดา,082-222-1602
2569,2569000603,เด็กชาย,ปุณณวิช,ตั้งใจเรียน,3,ป.3/1,26,primary,active,นายผู้ปกครอง ตั้งใจเรียน,ผู้ปกครอง,082-222-1603
2569,2569000604,เด็กหญิง,ณิชา,ตั้งใจเรียน,4,ป.4/1,26,primary,active,นางผู้ปกครอง ตั้งใจเรียน,ญาติ,082-222-1604
2569,2569000605,เด็กชาย,กิตติพงศ์,ตั้งใจเรียน,5,ป.5/1,26,primary,active,นายผู้ปกครอง ตั้งใจเรียน,บิดา,082-222-1605
2569,2569000606,เด็กหญิง,อริสา,ตั้งใจเรียน,6,ป.6/1,26,primary,active,นางผู้ปกครอง ตั้งใจเรียน,มารดา,082-222-1606
2569,2569000607,เด็กชาย,พชรพล,ตั้งใจเรียน,7,ม.1/1,26,secondary,active,นายผู้ปกครอง ตั้งใจเรียน,ผู้ปกครอง,082-222-1607
2569,2569000608,เด็กหญิง,ชนัญชิดา,ตั้งใจเรียน,8,ม.2/1,26,secondary,active,นางผู้ปกครอง ตั้งใจเรียน,ญาติ,082-222-1608
2569,2569000609,เด็กชาย,วรเมธ,ตั้งใจเรียน,9,ม.3/1,26,secondary,active,นายผู้ปกครอง ตั้งใจเรียน,บิดา,082-222-1609
2569,2569000610,เด็กหญิง,กัญญารัตน์,ตั้งใจเรียน,10,ม.4/1,26,highschool,active,นางผู้ปกครอง ตั้งใจเรียน,มารดา,082-222-1610
2569,2569000611,เด็กชาย,นราวิชญ์,ตั้งใจเรียน,11,ม.5/1,26,highschool,active,นายผู้ปกครอง ตั้งใจเรียน,ผู้ปกครอง,082-222-1611
2569,2569000612,เด็กหญิง,พิชญาภา,ตั้งใจเรียน,12,ม.6/1,26,highschool,active,นางผู้ปกครอง ตั้งใจเรียน,ญาติ,082-222-1612
2569,2569000613,เด็กชาย,ศุภโชค,ตั้งใจเรียน,1,ป.1/2,26,primary,active,นายผู้ปกครอง ตั้งใจเรียน,บิดา,082-222-1613
2569,2569000614,เด็กหญิง,ธัญชนก,ตั้งใจเรียน,2,ป.2/2,26,primary,active,นางผู้ปกครอง ตั้งใจเรียน,มารดา,082-222-1614
2569,2569000615,เด็กชาย,ภูวนาท,ตั้งใจเรียน,3,ป.3/2,26,primary,active,นายผู้ปกครอง ตั้งใจเรียน,ผู้ปกครอง,082-222-1615
2569,2569000616,เด็กหญิง,แพรวา,ตั้งใจเรียน,4,ป.4/2,26,primary,active,นางผู้ปกครอง ตั้งใจเรียน,ญาติ,082-222-1616
2569,2569000617,เด็กชาย,อนาวิน,ตั้งใจเรียน,5,ป.5/2,26,primary,active,นายผู้ปกครอง ตั้งใจเรียน,บิดา,082-222-1617
2569,2569000618,เด็กหญิง,พิมพ์ชนก,ตั้งใจเรียน,6,ป.6/2,26,primary,active,นางผู้ปกครอง ตั้งใจเรียน,มารดา,082-222-1618
2569,2569000619,เด็กชาย,ชยุต,ตั้งใจเรียน,7,ม.1/2,26,secondary,active,นายผู้ปกครอง ตั้งใจเรียน,ผู้ปกครอง,082-222-1619
2569,2569000620,เด็กหญิง,ศศิธร,ตั้งใจเรียน,8,ม.2/2,26,secondary,active,นางผู้ปกครอง ตั้งใจเรียน,ญาติ,082-222-1620
2569,2569000621,เด็กชาย,ธนภัทร,สุขสวัสดิ์,9,ม.3/2,26,secondary,active,นายผู้ปกครอง สุขสวัสดิ์,บิดา,082-222-1621
2569,2569000622,เด็กหญิง,มินตรา,สุขสวัสดิ์,10,ม.4/2,26,highschool,active,นางผู้ปกครอง สุขสวัสดิ์,มารดา,082-222-1622
2569,2569000623,เด็กชาย,ปุณณวิช,สุขสวัสดิ์,11,ม.5/2,26,highschool,active,นายผู้ปกครอง สุขสวัสดิ์,ผู้ปกครอง,082-222-1623
2569,2569000624,เด็กหญิง,ณิชา,สุขสวัสดิ์,12,ม.6/2,26,highschool,active,นางผู้ปกครอง สุขสวัสดิ์,ญาติ,082-222-1624
2569,2569000625,เด็กชาย,กิตติพงศ์,สุขสวัสดิ์,1,ป.1/1,27,primary,active,นายผู้ปกครอง สุขสวัสดิ์,บิดา,082-222-1625
2569,2569000626,เด็กหญิง,อริสา,สุขสวัสดิ์,2,ป.2/1,27,primary,active,นางผู้ปกครอง สุขสวัสดิ์,มารดา,082-222-1626
2569,2569000627,เด็กชาย,พชรพล,สุขสวัสดิ์,3,ป.3/1,27,primary,active,นายผู้ปกครอง สุขสวัสดิ์,ผู้ปกครอง,082-222-1627
2569,2569000628,เด็กหญิง,ชนัญชิดา,สุขสวัสดิ์,4,ป.4/1,27,primary,active,นางผู้ปกครอง สุขสวัสดิ์,ญาติ,082-222-1628
2569,2569000629,เด็กชาย,วรเมธ,สุขสวัสดิ์,5,ป.5/1,27,primary,active,นายผู้ปกครอง สุขสวัสดิ์,บิดา,082-222-1629
2569,2569000630,เด็กหญิง,กัญญารัตน์,สุขสวัสดิ์,6,ป.6/1,27,primary,active,นางผู้ปกครอง สุขสวัสดิ์,มารดา,082-222-1630
2569,2569000631,เด็กชาย,นราวิชญ์,สุขสวัสดิ์,7,ม.1/1,27,secondary,active,นายผู้ปกครอง สุขสวัสดิ์,ผู้ปกครอง,082-222-1631
2569,2569000632,เด็กหญิง,พิชญาภา,สุขสวัสดิ์,8,ม.2/1,27,secondary,active,นางผู้ปกครอง สุขสวัสดิ์,ญาติ,082-222-1632
2569,2569000633,เด็กชาย,ศุภโชค,สุขสวัสดิ์,9,ม.3/1,27,secondary,active,นายผู้ปกครอง สุขสวัสดิ์,บิดา,082-222-1633
2569,2569000634,เด็กหญิง,ธัญชนก,สุขสวัสดิ์,10,ม.4/1,27,highschool,active,นางผู้ปกครอง สุขสวัสดิ์,มารดา,082-222-1634
2569,2569000635,เด็กชาย,ภูวนาท,สุขสวัสดิ์,11,ม.5/1,27,highschool,active,นายผู้ปกครอง สุขสวัสดิ์,ผู้ปกครอง,082-222-1635
2569,2569000636,เด็กหญิง,แพรวา,สุขสวัสดิ์,12,ม.6/1,27,highschool,active,นางผู้ปกครอง สุขสวัสดิ์,ญาติ,082-222-1636
2569,2569000637,เด็กชาย,อนาวิน,สุขสวัสดิ์,1,ป.1/2,27,primary,active,นายผู้ปกครอง สุขสวัสดิ์,บิดา,082-222-1637
2569,2569000638,เด็กหญิง,พิมพ์ชนก,สุขสวัสดิ์,2,ป.2/2,27,primary,active,นางผู้ปกครอง สุขสวัสดิ์,มารดา,082-222-1638
2569,2569000639,เด็กชาย,ชยุต,สุขสวัสดิ์,3,ป.3/2,27,primary,active,นายผู้ปกครอง สุขสวัสดิ์,ผู้ปกครอง,082-222-1639
2569,2569000640,เด็กหญิง,ศศิธร,สุขสวัสดิ์,4,ป.4/2,27,primary,active,นางผู้ปกครอง สุขสวัสดิ์,ญาติ,082-222-1640
2569,2569000641,เด็กชาย,ธนภัทร,เก่งกล้า,5,ป.5/2,27,primary,active,นายผู้ปกครอง เก่งกล้า,บิดา,082-222-1641
2569,2569000642,เด็กหญิง,มินตรา,เก่งกล้า,6,ป.6/2,27,primary,active,นางผู้ปกครอง เก่งกล้า,มารดา,082-222-1642
2569,2569000643,เด็กชาย,ปุณณวิช,เก่งกล้า,7,ม.1/2,27,secondary,active,นายผู้ปกครอง เก่งกล้า,ผู้ปกครอง,082-222-1643
2569,2569000644,เด็กหญิง,ณิชา,เก่งกล้า,8,ม.2/2,27,secondary,active,นางผู้ปกครอง เก่งกล้า,ญาติ,082-222-1644
2569,2569000645,เด็กชาย,กิตติพงศ์,เก่งกล้า,9,ม.3/2,27,secondary,active,นายผู้ปกครอง เก่งกล้า,บิดา,082-222-1645
2569,2569000646,เด็กหญิง,อริสา,เก่งกล้า,10,ม.4/2,27,highschool,active,นางผู้ปกครอง เก่งกล้า,มารดา,082-222-1646
2569,2569000647,เด็กชาย,พชรพล,เก่งกล้า,11,ม.5/2,27,highschool,active,นายผู้ปกครอง เก่งกล้า,ผู้ปกครอง,082-222-1647
2569,2569000648,เด็กหญิง,ชนัญชิดา,เก่งกล้า,12,ม.6/2,27,highschool,active,นางผู้ปกครอง เก่งกล้า,ญาติ,082-222-1648
2569,2569000649,เด็กชาย,วรเมธ,เก่งกล้า,1,ป.1/1,28,primary,active,นายผู้ปกครอง เก่งกล้า,บิดา,082-222-1649
2569,2569000650,เด็กหญิง,กัญญารัตน์,เก่งกล้า,2,ป.2/1,28,primary,active,นางผู้ปกครอง เก่งกล้า,มารดา,082-222-1650
2569,2569000651,เด็กชาย,นราวิชญ์,เก่งกล้า,3,ป.3/1,28,primary,active,นายผู้ปกครอง เก่งกล้า,ผู้ปกครอง,082-222-1651
2569,2569000652,เด็กหญิง,พิชญาภา,เก่งกล้า,4,ป.4/1,28,primary,active,นางผู้ปกครอง เก่งกล้า,ญาติ,082-222-1652
2569,2569000653,เด็กชาย,ศุภโชค,เก่งกล้า,5,ป.5/1,28,primary,active,นายผู้ปกครอง เก่งกล้า,บิดา,082-222-1653
2569,2569000654,เด็กหญิง,ธัญชนก,เก่งกล้า,6,ป.6/1,28,primary,active,นางผู้ปกครอง เก่งกล้า,มารดา,082-222-1654
2569,2569000655,เด็กชาย,ภูวนาท,เก่งกล้า,7,ม.1/1,28,secondary,active,นายผู้ปกครอง เก่งกล้า,ผู้ปกครอง,082-222-1655
2569,2569000656,เด็กหญิง,แพรวา,เก่งกล้า,8,ม.2/1,28,secondary,active,นางผู้ปกครอง เก่งกล้า,ญาติ,082-222-1656
2569,2569000657,เด็กชาย,อนาวิน,เก่งกล้า,9,ม.3/1,28,secondary,active,นายผู้ปกครอง เก่งกล้า,บิดา,082-222-1657
2569,2569000658,เด็กหญิง,พิมพ์ชนก,เก่งกล้า,10,ม.4/1,28,highschool,active,นางผู้ปกครอง เก่งกล้า,มารดา,082-222-1658
2569,2569000659,เด็กชาย,ชยุต,เก่งกล้า,11,ม.5/1,28,highschool,active,นายผู้ปกครอง เก่งกล้า,ผู้ปกครอง,082-222-1659
2569,2569000660,เด็กหญิง,ศศิธร,เก่งกล้า,12,ม.6/1,28,highschool,active,นางผู้ปกครอง เก่งกล้า,ญาติ,082-222-1660
2569,2569000661,เด็กชาย,ธนภัทร,ใจงาม,1,ป.1/2,28,primary,active,นายผู้ปกครอง ใจงาม,บิดา,082-222-1661
2569,2569000662,เด็กหญิง,มินตรา,ใจงาม,2,ป.2/2,28,primary,active,นางผู้ปกครอง ใจงาม,มารดา,082-222-1662
2569,2569000663,เด็กชาย,ปุณณวิช,ใจงาม,3,ป.3/2,28,primary,active,นายผู้ปกครอง ใจงาม,ผู้ปกครอง,082-222-1663
2569,2569000664,เด็กหญิง,ณิชา,ใจงาม,4,ป.4/2,28,primary,active,นางผู้ปกครอง ใจงาม,ญาติ,082-222-1664
2569,2569000665,เด็กชาย,กิตติพงศ์,ใจงาม,5,ป.5/2,28,primary,active,นายผู้ปกครอง ใจงาม,บิดา,082-222-1665
2569,2569000666,เด็กหญิง,อริสา,ใจงาม,6,ป.6/2,28,primary,active,นางผู้ปกครอง ใจงาม,มารดา,082-222-1666
2569,2569000667,เด็กชาย,พชรพล,ใจงาม,7,ม.1/2,28,secondary,active,นายผู้ปกครอง ใจงาม,ผู้ปกครอง,082-222-1667
2569,2569000668,เด็กหญิง,ชนัญชิดา,ใจงาม,8,ม.2/2,28,secondary,active,นางผู้ปกครอง ใจงาม,ญาติ,082-222-1668
2569,2569000669,เด็กชาย,วรเมธ,ใจงาม,9,ม.3/2,28,secondary,active,นายผู้ปกครอง ใจงาม,บิดา,082-222-1669
2569,2569000670,เด็กหญิง,กัญญารัตน์,ใจงาม,10,ม.4/2,28,highschool,active,นางผู้ปกครอง ใจงาม,มารดา,082-222-1670
2569,2569000671,เด็กชาย,นราวิชญ์,ใจงาม,11,ม.5/2,28,highschool,active,นายผู้ปกครอง ใจงาม,ผู้ปกครอง,082-222-1671
2569,2569000672,เด็กหญิง,พิชญาภา,ใจงาม,12,ม.6/2,28,highschool,active,นางผู้ปกครอง ใจงาม,ญาติ,082-222-1672
2569,2569000673,เด็กชาย,ศุภโชค,ใจงาม,1,ป.1/1,29,primary,active,นายผู้ปกครอง ใจงาม,บิดา,082-222-1673
2569,2569000674,เด็กหญิง,ธัญชนก,ใจงาม,2,ป.2/1,29,primary,active,นางผู้ปกครอง ใจงาม,มารดา,082-222-1674
2569,2569000675,เด็กชาย,ภูวนาท,ใจงาม,3,ป.3/1,29,primary,active,นายผู้ปกครอง ใจงาม,ผู้ปกครอง,082-222-1675
2569,2569000676,เด็กหญิง,แพรวา,ใจงาม,4,ป.4/1,29,primary,active,นางผู้ปกครอง ใจงาม,ญาติ,082-222-1676
2569,2569000677,เด็กชาย,อนาวิน,ใจงาม,5,ป.5/1,29,primary,active,นายผู้ปกครอง ใจงาม,บิดา,082-222-1677
2569,2569000678,เด็กหญิง,พิมพ์ชนก,ใจงาม,6,ป.6/1,29,primary,active,นางผู้ปกครอง ใจงาม,มารดา,082-222-1678
2569,2569000679,เด็กชาย,ชยุต,ใจงาม,7,ม.1/1,29,secondary,active,นายผู้ปกครอง ใจงาม,ผู้ปกครอง,082-222-1679
2569,2569000680,เด็กหญิง,ศศิธร,ใจงาม,8,ม.2/1,29,secondary,active,นางผู้ปกครอง ใจงาม,ญาติ,082-222-1680
2569,2569000681,เด็กชาย,ธนภัทร,เพียรดี,9,ม.3/1,29,secondary,active,นายผู้ปกครอง เพียรดี,บิดา,082-222-1681
